tick,year,month,day,population,awake,asleep,off,courtships_active,courtships_started,courtships_failed,courtships_completed,births,deaths,state_transitions,awake_to_asleep,asleep_to_awake,asleep_to_off
550500,2027,7,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
550600,2027,7,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
550700,2027,7,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
550800,2027,7,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
550900,2027,7,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551000,2027,7,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551100,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551200,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551300,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551400,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551500,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551600,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551700,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551800,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
551900,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552000,2027,7,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552100,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552200,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552300,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552400,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552500,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552600,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552700,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552800,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
552900,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553000,2027,7,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553100,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553200,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553300,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553400,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553500,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553600,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553700,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553800,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
553900,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554000,2027,7,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554100,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554200,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554300,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554400,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554500,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554600,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554700,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554800,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
554900,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555000,2027,7,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555100,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555200,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555300,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555400,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555500,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555600,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555700,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555800,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
555900,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556000,2027,7,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556100,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556200,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556300,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556400,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556500,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556600,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556700,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556800,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
556900,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557000,2027,7,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557100,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557200,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557300,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557400,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557500,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557600,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557700,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557800,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
557900,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558000,2027,7,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558100,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558200,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558300,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558400,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558500,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558600,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558700,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558800,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
558900,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559000,2027,7,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559100,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559200,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559300,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559400,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559500,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559600,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559700,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559800,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
559900,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560000,2027,7,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560100,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560200,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560300,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560400,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560500,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560600,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560700,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560800,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
560900,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561000,2027,7,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561100,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561200,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561300,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561400,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561500,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561600,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561700,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561800,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
561900,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562000,2027,7,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562100,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562200,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562300,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562400,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562500,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562600,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562700,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562800,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
562900,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563000,2027,7,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563100,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563200,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563300,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563400,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563500,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563600,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563700,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563800,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
563900,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564000,2027,7,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564100,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564200,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564300,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564400,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564500,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564600,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564700,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564800,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
564900,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565000,2027,7,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565100,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565200,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565300,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565400,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565500,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565600,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565700,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565800,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
565900,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566000,2027,7,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566100,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566200,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566300,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566400,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566500,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566600,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566700,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566800,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
566900,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567000,2027,7,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567100,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567200,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567300,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567400,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567500,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567600,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567700,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567800,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
567900,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568000,2027,7,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568100,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568200,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568300,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568400,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568500,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568600,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568700,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568800,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
568900,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569000,2027,7,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569100,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569200,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569300,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569400,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569500,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569600,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569700,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569800,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
569900,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570000,2027,7,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570100,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570200,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570300,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570400,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570500,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570600,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570700,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570800,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
570900,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571000,2027,7,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571100,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571200,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571300,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571400,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571500,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571600,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571700,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571800,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
571900,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572000,2027,7,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572100,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572200,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572300,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572400,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572500,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572600,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572700,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572800,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
572900,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573000,2027,7,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573100,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573200,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573300,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573400,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573500,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573600,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573700,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573800,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
573900,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574000,2027,7,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574100,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574200,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574300,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574400,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574500,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574600,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574700,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574800,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
574900,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575000,2027,7,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575100,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575200,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575300,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575400,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575500,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575600,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575700,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575800,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
575900,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576000,2027,7,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576100,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576200,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576300,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576400,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576500,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576600,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576700,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576800,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
576900,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577000,2027,7,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577100,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577200,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577300,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577400,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577500,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577600,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577700,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577800,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
577900,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578000,2027,8,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578100,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578200,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578300,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578400,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578500,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578600,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578700,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578800,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
578900,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579000,2027,8,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579100,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579200,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579300,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579400,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579500,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579600,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579700,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579800,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
579900,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580000,2027,8,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580100,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580200,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580300,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580400,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580500,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580600,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580700,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580800,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
580900,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581000,2027,8,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581100,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581200,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581300,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581400,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581500,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581600,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581700,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581800,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
581900,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582000,2027,8,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582100,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582200,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582300,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582400,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582500,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582600,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582700,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582800,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
582900,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583000,2027,8,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583100,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583200,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583300,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583400,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583500,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583600,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583700,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583800,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
583900,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584000,2027,8,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584100,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584200,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584300,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584400,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584500,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584600,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584700,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584800,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
584900,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585000,2027,8,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585100,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585200,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585300,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585400,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585500,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585600,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585700,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585800,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
585900,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586000,2027,8,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586100,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586200,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586300,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586400,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586500,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586600,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586700,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586800,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
586900,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
587000,2027,8,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
